rk,career_game,game_num,date,team,location_flag,opponent,game_type,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,location,win,is_regular_season,player_id,player_name,year,team_abbrev,fg3_pct
16,53,16,2015-01-11,SMU,@,UCF,REG (Conf),W 70-61,*,20,3,6,0.5,0,0,3,6,0.5,0.5,3,3,1.0,2,2,4,3,2,2,1,1,9,12.1,A,1,1,ben-moore-1,Ben Moore,2015,southern-methodist,
17,54,17,2015-01-14,SMU,@,Temple,REG (Conf),W 60-55,*,19,0,3,0.0,0,0,0,3,0.0,0.0,1,2,0.5,0,2,2,1,1,0,1,0,1,-0.2,A,1,1,ben-moore-1,Ben Moore,2015,southern-methodist,
18,55,18,2015-01-17,SMU,,East Carolina,REG (Conf),W 77-54,*,28,4,4,1.0,0,0,4,4,1.0,1.0,3,4,0.75,2,1,3,2,1,1,1,1,11,12.8,H,1,1,ben-moore-1,Ben Moore,2015,southern-methodist,
19,56,19,2015-01-21,SMU,@,Tulane,REG (Conf),W 66-52,*,17,0,1,0.0,0,0,0,1,0.0,0.0,0,0,,1,0,1,2,0,2,1,3,0,0.6,A,1,1,ben-moore-1,Ben Moore,2015,southern-methodist,
20,57,20,2015-01-24,SMU,,Houston,REG (Conf),W 80-59,*,26,3,5,0.6,0,0,3,5,0.6,0.6,0,1,0.0,4,6,10,3,0,1,5,3,6,4.5,H,1,1,ben-moore-1,Ben Moore,2015,southern-methodist,
21,58,21,2015-01-28,SMU,@,South Florida,REG (Conf),W 63-52,*,20,1,4,0.25,0,0,1,4,0.25,0.25,2,2,1.0,0,5,5,2,1,0,3,1,4,2.1,A,1,1,ben-moore-1,Ben Moore,2015,southern-methodist,
22,59,22,2015-01-31,SMU,,UCF,REG (Conf),W 75-56,*,25,3,4,0.75,0,0,3,4,0.75,0.75,2,2,1.0,0,1,1,1,0,0,2,1,8,5.0,H,1,1,ben-moore-1,Ben Moore,2015,southern-methodist,
23,60,23,2015-02-05,SMU,,Cincinnati,REG (Conf),L 54-62,*,14,0,2,0.0,0,0,0,2,0.0,0.0,0,0,,1,0,1,0,0,0,1,1,0,-2.1,H,0,1,ben-moore-1,Ben Moore,2015,southern-methodist,
24,61,24,2015-02-07,SMU,@,Tulsa,REG (Conf),W 68-57,*,12,1,4,0.25,0,0,1,4,0.25,0.25,0,0,,1,1,2,0,0,0,1,3,2,-1.6,A,1,1,ben-moore-1,Ben Moore,2015,southern-methodist,
25,62,25,2015-02-12,SMU,@,Houston,REG (Conf),W 75-69,*,16,4,4,1.0,0,0,4,4,1.0,1.0,1,2,0.5,0,2,2,0,0,0,0,5,9,6.0,A,1,1,ben-moore-1,Ben Moore,2015,southern-methodist,
26,63,26,2015-02-14,SMU,,Connecticut,REG (Conf),W 73-55,*,18,1,5,0.2,0,0,1,5,0.2,0.2,1,2,0.5,2,1,3,0,2,0,1,4,3,0.6,H,1,1,ben-moore-1,Ben Moore,2015,southern-methodist,
27,64,27,2015-02-19,SMU,,Temple,REG (Conf),W 67-58,*,13,3,4,0.75,0,0,3,4,0.75,0.75,2,5,0.4,1,2,3,0,2,2,0,0,8,9.9,H,1,1,ben-moore-1,Ben Moore,2015,southern-methodist,
28,65,28,2015-02-26,SMU,@,Memphis,REG (Conf),W 66-57,*,17,1,6,0.167,0,0,1,6,0.167,0.167,3,6,0.5,2,6,8,3,1,1,1,3,5,4.8,A,1,1,ben-moore-1,Ben Moore,2015,southern-methodist,
29,66,29,2015-03-01,SMU,@,Connecticut,REG (Conf),L 73-81,*,19,2,4,0.5,0,0,2,4,0.5,0.5,2,2,1.0,1,3,4,1,0,0,1,4,6,3.7,A,0,1,ben-moore-1,Ben Moore,2015,southern-methodist,
30,67,30,2015-03-08,SMU,,Tulsa,REG (Conf),W 67-62,,7,2,5,0.4,0,0,2,5,0.4,0.4,0,1,0.0,0,1,1,0,1,1,2,1,4,0.5,H,1,1,ben-moore-1,Ben Moore,2015,southern-methodist,
31,68,31,2015-03-13,SMU,N,East Carolina,CTOURN,W 74-68,*,25,3,8,0.375,0,0,3,8,0.375,0.375,5,7,0.714,2,0,2,4,3,0,0,1,11,12.6,N,1,0,ben-moore-1,Ben Moore,2015,southern-methodist,
32,69,32,2015-03-14,SMU,N,Temple,CTOURN,W 69-56,,18,3,9,0.333,0,0,3,9,0.333,0.333,0,0,,2,2,4,2,0,2,0,5,6,3.7,N,1,0,ben-moore-1,Ben Moore,2015,southern-methodist,
33,70,33,2015-03-15,SMU,N,Connecticut,CTOURN,W 62-54,,15,3,6,0.5,0,0,3,6,0.5,0.5,4,4,1.0,2,4,6,1,1,0,1,4,10,8.7,N,1,0,ben-moore-1,Ben Moore,2015,southern-methodist,
34,71,34,2015-03-19,SMU,N,UCLA,ROUND-64,L 59-60,,15,0,2,0.0,0,0,0,2,0.0,0.0,0,0,,1,1,2,1,3,0,1,1,0,1.9,N,0,0,ben-moore-1,Ben Moore,2015,southern-methodist,
1,101,1,2014-11-14,SMU,,Lamar,REG (Non-Conf),W 93-54,,15,1,2,0.5,0,0,1,2,0.5,0.5,2,2,1.0,0,3,3,1,1,0,0,2,4,4.8,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
2,102,2,2014-11-17,SMU,@,Gonzaga,REG (Non-Conf),L 56-72,,7,0,1,0.0,0,0,0,1,0.0,0.0,0,0,,1,0,1,1,0,0,0,0,0,0.7,A,0,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
3,103,3,2014-11-20,SMU,@,Indiana,REG (Non-Conf),L 68-74,,11,0,0,,0,0,0,0,,,0,0,,0,1,1,0,0,1,1,3,0,-1.2,A,0,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
4,104,4,2014-11-22,SMU,,Eastern Washington,REG (Non-Conf),W 77-68,,14,0,5,0.0,0,0,0,5,0.0,0.0,0,0,,1,0,1,1,0,1,0,0,0,-1.4,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
5,105,5,2014-11-25,SMU,,Arkansas,REG (Non-Conf),L 72-78,,20,3,3,1.0,0,0,3,3,1.0,1.0,7,9,0.778,0,1,1,2,1,0,3,4,13,9.4,H,0,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
6,106,6,2014-11-26,SMU,,Texas Southern,REG (Non-Conf),W 72-59,*,30,2,6,0.333,0,0,2,6,0.333,0.333,1,2,0.5,0,4,4,4,0,0,0,2,5,4.4,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
7,107,7,2014-11-30,SMU,,Monmouth,REG (Non-Conf),W 63-51,*,36,1,3,0.333,0,0,1,3,0.333,0.333,5,6,0.833,2,2,4,3,1,1,1,1,7,9.3,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
8,108,8,2014-12-05,SMU,,Wyoming,REG (Non-Conf),W 66-53,*,32,2,3,0.667,0,0,2,3,0.667,0.667,2,3,0.667,0,5,5,2,0,0,1,3,6,5.0,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
9,109,9,2014-12-08,SMU,,UC Santa Barbara,REG (Non-Conf),W 80-73 (OT),*,42,3,7,0.429,0,0,3,7,0.429,0.429,6,10,0.6,2,2,4,2,0,0,2,1,12,7.7,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
10,110,10,2014-12-17,SMU,,Illinois–Chicago,REG (Non-Conf),W 67-46,*,21,2,3,0.667,0,0,2,3,0.667,0.667,2,3,0.667,1,2,3,1,1,1,1,3,6,5.8,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
11,111,11,2014-12-20,SMU,@,Michigan,REG (Non-Conf),W 62-51,*,26,1,1,1.0,0,0,1,1,1.0,1.0,4,6,0.667,0,8,8,1,0,0,2,2,6,5.2,A,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
12,112,12,2014-12-29,SMU,,Midwestern St.,REG (Non-Conf),W 70-61,*,21,0,3,0.0,0,0,0,3,0.0,0.0,0,0,,0,3,3,3,1,0,1,2,0,0.1,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
13,113,13,2014-12-31,SMU,,South Florida,REG (Conf),W 83-49,*,22,2,4,0.5,0,0,2,4,0.5,0.5,0,0,,1,1,2,2,0,1,0,1,4,4.7,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
14,114,14,2015-01-03,SMU,@,Cincinnati,REG (Conf),L 50-56,*,30,7,8,0.875,0,0,7,8,0.875,0.875,0,1,0.0,0,3,3,3,0,1,2,3,14,11.3,A,0,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
15,115,15,2015-01-08,SMU,,Memphis,REG (Conf),W 73-59,*,22,0,1,0.0,0,0,0,1,0.0,0.0,0,0,,0,3,3,0,0,0,1,4,0,-2.4,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
16,116,16,2015-01-11,SMU,@,UCF,REG (Conf),W 70-61,*,31,1,2,0.5,0,0,1,2,0.5,0.5,1,2,0.5,1,1,2,5,0,0,1,3,3,3.9,A,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
17,117,17,2015-01-14,SMU,@,Temple,REG (Conf),W 60-55,*,33,3,4,0.75,0,0,3,4,0.75,0.75,4,4,1.0,1,3,4,2,2,0,1,4,10,10.8,A,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
18,118,18,2015-01-17,SMU,,East Carolina,REG (Conf),W 77-54,*,30,5,7,0.714,0,1,5,6,0.833,0.714,1,5,0.2,0,3,3,2,1,0,1,1,11,8.4,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,0.0
19,119,19,2015-01-21,SMU,@,Tulane,REG (Conf),W 66-52,*,31,2,5,0.4,0,0,2,5,0.4,0.4,3,4,0.75,2,3,5,2,1,0,0,3,7,7.4,A,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
20,120,20,2015-01-24,SMU,,Houston,REG (Conf),W 80-59,*,30,2,4,0.5,0,0,2,4,0.5,0.5,3,4,0.75,0,1,1,3,0,1,1,2,7,5.9,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
21,121,21,2015-01-28,SMU,@,South Florida,REG (Conf),W 63-52,*,35,0,4,0.0,0,0,0,4,0.0,0.0,3,6,0.5,3,2,5,3,1,0,2,2,3,2.0,A,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
22,122,22,2015-01-31,SMU,,UCF,REG (Conf),W 75-56,*,32,9,10,0.9,1,1,8,9,0.889,0.95,1,1,1.0,1,3,4,4,1,0,3,0,20,19.0,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,1.0
23,123,23,2015-02-05,SMU,,Cincinnati,REG (Conf),L 54-62,*,36,1,4,0.25,0,1,1,3,0.333,0.25,2,5,0.4,0,1,1,2,0,0,0,5,4,0.1,H,0,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,0.0
24,124,24,2015-02-07,SMU,@,Tulsa,REG (Conf),W 68-57,*,38,2,7,0.286,0,1,2,6,0.333,0.286,0,1,0.0,0,6,6,0,0,0,1,2,4,-0.5,A,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,0.0
25,125,25,2015-02-12,SMU,@,Houston,REG (Conf),W 75-69,*,33,4,9,0.444,0,0,4,9,0.444,0.444,2,6,0.333,1,2,3,4,1,0,1,1,10,7.4,A,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
26,126,26,2015-02-14,SMU,,Connecticut,REG (Conf),W 73-55,*,34,3,7,0.429,0,1,3,6,0.5,0.429,0,0,,1,2,3,0,1,1,1,2,6,3.5,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,0.0
27,127,27,2015-02-19,SMU,,Temple,REG (Conf),W 67-58,*,37,2,6,0.333,2,2,0,4,0.0,0.5,2,4,0.5,0,5,5,4,1,0,2,3,8,5.9,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,1.0
28,128,28,2015-02-26,SMU,@,Memphis,REG (Conf),W 66-57,*,36,4,6,0.667,1,2,3,4,0.75,0.75,2,4,0.5,1,2,3,3,0,0,3,1,11,7.6,A,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,0.5
29,129,29,2015-03-01,SMU,@,Connecticut,REG (Conf),L 73-81,*,36,3,8,0.375,0,0,3,8,0.375,0.375,3,5,0.6,4,4,8,2,1,1,1,4,9,8.3,A,0,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
30,130,30,2015-03-08,SMU,,Tulsa,REG (Conf),W 67-62,*,31,3,5,0.6,0,0,3,5,0.6,0.6,3,3,1.0,1,3,4,3,1,1,2,3,9,8.9,H,1,1,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
31,131,31,2015-03-13,SMU,N,East Carolina,CTOURN,W 74-68,*,39,4,5,0.8,0,0,4,5,0.8,0.8,0,0,,0,2,2,2,1,1,1,1,8,8.4,N,1,0,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
32,132,32,2015-03-14,SMU,N,Temple,CTOURN,W 69-56,*,29,2,3,0.667,0,0,2,3,0.667,0.667,2,6,0.333,1,1,2,2,0,0,1,3,6,3.3,N,1,0,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,
33,133,33,2015-03-15,SMU,N,Connecticut,CTOURN,W 62-54,*,32,1,3,0.333,0,1,1,2,0.5,0.333,2,4,0.5,0,3,3,1,0,2,1,3,4,2.3,N,1,0,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,0.0
34,134,34,2015-03-19,SMU,N,UCLA,ROUND-64,L 59-60,*,31,2,3,0.667,0,1,2,2,1.0,0.667,1,2,0.5,0,3,3,2,2,0,1,4,5,5.0,N,0,0,ryan-manuel-1,Ryan Manuel,2015,southern-methodist,0.0
1,101,1,2014-11-14,SMU,,Lamar,REG (Non-Conf),W 93-54,,23,5,6,0.833,0,0,5,6,0.833,0.833,5,6,0.833,2,2,4,0,1,2,0,3,15,15.6,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
2,102,2,2014-11-17,SMU,@,Gonzaga,REG (Non-Conf),L 56-72,,18,2,5,0.4,0,1,2,4,0.5,0.4,3,3,1.0,0,2,2,0,0,0,1,2,7,3.1,A,0,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,0.0
3,103,3,2014-11-20,SMU,@,Indiana,REG (Non-Conf),L 68-74,,19,3,4,0.75,0,0,3,4,0.75,0.75,2,3,0.667,0,1,1,0,1,0,4,3,8,2.1,A,0,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
4,104,4,2014-11-22,SMU,,Eastern Washington,REG (Non-Conf),W 77-68,,4,0,0,,0,0,0,0,,,0,0,,0,1,1,0,0,0,1,0,0,-0.7,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
5,105,5,2014-11-25,SMU,,Arkansas,REG (Non-Conf),L 72-78,,16,2,3,0.667,0,0,2,3,0.667,0.667,1,1,1.0,0,3,3,1,1,1,3,2,5,3.2,H,0,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
6,106,6,2014-11-26,SMU,,Texas Southern,REG (Non-Conf),W 72-59,,16,4,9,0.444,0,0,4,9,0.444,0.444,0,0,,0,3,3,0,2,0,0,1,8,5.8,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
7,107,7,2014-11-30,SMU,,Monmouth,REG (Non-Conf),W 63-51,,23,5,9,0.556,0,0,5,9,0.556,0.556,0,2,0.0,1,4,5,1,0,1,1,0,10,7.2,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
8,108,8,2014-12-05,SMU,,Wyoming,REG (Non-Conf),W 66-53,,18,3,4,0.75,0,0,3,4,0.75,0.75,0,2,0.0,2,1,3,2,0,1,1,1,6,6.0,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
9,109,9,2014-12-08,SMU,,UC Santa Barbara,REG (Non-Conf),W 80-73 (OT),,24,3,8,0.375,0,0,3,8,0.375,0.375,4,4,1.0,3,7,10,1,0,0,1,3,10,8.3,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
10,110,10,2014-12-17,SMU,,Illinois–Chicago,REG (Non-Conf),W 67-46,,18,1,5,0.2,0,0,1,5,0.2,0.2,0,1,0.0,0,2,2,0,1,1,2,3,2,-2.4,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
11,111,11,2014-12-20,SMU,@,Michigan,REG (Non-Conf),W 62-51,,14,2,4,0.5,0,0,2,4,0.5,0.5,0,0,,1,5,6,0,0,0,1,4,4,1.6,A,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
12,112,12,2014-12-29,SMU,,Midwestern St.,REG (Non-Conf),W 70-61,,9,0,0,,0,0,0,0,,,0,0,,1,2,3,0,1,0,3,1,0,-1.1,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
13,113,13,2014-12-31,SMU,,South Florida,REG (Conf),W 83-49,,13,1,1,1.0,0,0,1,1,1.0,1.0,2,2,1.0,1,5,6,0,0,0,0,4,4,4.3,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
14,114,14,2015-01-03,SMU,@,Cincinnati,REG (Conf),L 50-56,,10,1,2,0.5,0,0,1,2,0.5,0.5,0,0,,0,0,0,0,1,0,0,0,2,2.0,A,0,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
15,115,15,2015-01-08,SMU,,Memphis,REG (Conf),W 73-59,,6,0,1,0.0,0,1,0,0,,0.0,0,0,,0,2,2,0,0,0,0,0,0,-0.1,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,0.0
16,116,16,2015-01-11,SMU,@,UCF,REG (Conf),W 70-61,,15,4,4,1.0,0,0,4,4,1.0,1.0,0,0,,1,2,3,0,0,0,2,2,8,5.3,A,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
17,117,17,2015-01-14,SMU,@,Temple,REG (Conf),W 60-55,,5,0,1,0.0,0,0,0,1,0.0,0.0,0,0,,0,2,2,0,0,0,0,1,0,-0.5,A,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
18,118,18,2015-01-17,SMU,,East Carolina,REG (Conf),W 77-54,,16,1,1,1.0,0,0,1,1,1.0,1.0,2,2,1.0,1,2,3,0,1,0,0,2,4,5.2,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
19,119,19,2015-01-21,SMU,@,Tulane,REG (Conf),W 66-52,,19,2,4,0.5,0,0,2,4,0.5,0.5,3,4,0.75,4,6,10,2,0,2,0,4,7,10.4,A,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
20,120,20,2015-01-24,SMU,,Houston,REG (Conf),W 80-59,,11,1,2,0.5,0,0,1,2,0.5,0.5,0,0,,1,2,3,1,0,0,1,3,2,0.8,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
21,121,21,2015-01-28,SMU,@,South Florida,REG (Conf),W 63-52,,11,3,5,0.6,0,0,3,5,0.6,0.6,0,0,,2,2,4,1,2,1,2,1,6,6.7,A,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
22,122,22,2015-01-31,SMU,,UCF,REG (Conf),W 75-56,,15,2,3,0.667,0,0,2,3,0.667,0.667,0,1,0.0,1,2,3,1,0,1,1,2,4,3.2,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
23,123,23,2015-02-05,SMU,,Cincinnati,REG (Conf),L 54-62,,18,6,10,0.6,0,1,6,9,0.667,0.6,2,2,1.0,1,2,3,0,1,0,1,2,14,9.9,H,0,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,0.0
24,124,24,2015-02-07,SMU,@,Tulsa,REG (Conf),W 68-57,,22,8,10,0.8,0,0,8,10,0.8,0.8,0,1,0.0,1,1,2,1,1,3,2,3,16,13.4,A,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
25,125,25,2015-02-12,SMU,@,Houston,REG (Conf),W 75-69,,22,4,8,0.5,0,1,4,7,0.571,0.5,0,1,0.0,0,2,2,0,1,1,0,2,8,5.1,A,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,0.0
26,126,26,2015-02-14,SMU,,Connecticut,REG (Conf),W 73-55,,21,3,6,0.5,0,0,3,6,0.5,0.5,3,4,0.75,2,2,4,2,0,1,2,2,9,6.9,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
27,127,27,2015-02-19,SMU,,Temple,REG (Conf),W 67-58,,21,3,6,0.5,0,0,3,6,0.5,0.5,4,4,1.0,1,1,2,0,1,2,1,2,10,8.6,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
28,128,28,2015-02-26,SMU,@,Memphis,REG (Conf),W 66-57,,19,3,4,0.75,0,0,3,4,0.75,0.75,0,0,,0,1,1,1,1,1,0,1,6,6.7,A,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
29,129,29,2015-03-01,SMU,@,Connecticut,REG (Conf),L 73-81,,11,1,3,0.333,0,1,1,2,0.5,0.333,0,0,,0,1,1,0,0,0,0,2,2,-0.2,A,0,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,0.0
30,130,30,2015-03-08,SMU,,Tulsa,REG (Conf),W 67-62,*,30,4,8,0.5,0,0,4,8,0.5,0.5,4,4,1.0,7,5,12,3,2,1,1,5,12,16.2,H,1,1,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
31,131,31,2015-03-13,SMU,N,East Carolina,CTOURN,W 74-68,*,14,3,6,0.5,0,0,3,6,0.5,0.5,0,0,,1,3,4,0,1,0,2,1,6,3.2,N,1,0,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
32,132,32,2015-03-14,SMU,N,Temple,CTOURN,W 69-56,*,18,5,8,0.625,0,1,5,7,0.714,0.625,1,2,0.5,0,4,4,0,0,0,3,1,11,4.8,N,1,0,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,0.0
33,133,33,2015-03-15,SMU,N,Connecticut,CTOURN,W 62-54,*,12,0,1,0.0,0,0,0,1,0.0,0.0,3,4,0.75,0,4,4,1,0,1,0,1,3,4.1,N,1,0,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,
34,134,34,2015-03-19,SMU,N,UCLA,ROUND-64,L 59-60,*,15,1,6,0.167,1,1,0,5,0.0,0.25,2,2,1.0,1,1,2,0,0,1,2,1,5,0.5,N,0,0,cannen-cunningham-1,Cannen Cunningham,2015,southern-methodist,1.0
1,53,1,2014-11-14,Eastern Washington,,Texas Southern,REG (Non-Conf),W 86-62,*,34,7,13,0.538,7,12,0,1,0.0,0.808,0,0,,0,3,3,3,0,0,1,2,21,15.9,H,1,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.583
2,54,2,2014-11-17,Eastern Washington,,Utah Valley,REG (Non-Conf),W 75-50,*,37,7,16,0.438,4,10,3,6,0.5,0.563,0,0,,1,6,7,5,2,0,0,0,18,17.6,H,1,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.4
3,55,3,2014-11-19,Eastern Washington,,Walla Walla,REG (Non-Conf),W 95-34,*,20,6,6,1.0,4,4,2,2,1.0,1.333,0,0,,0,2,2,6,2,1,0,0,16,21.7,H,1,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,1.0
4,56,4,2014-11-22,Eastern Washington,@,SMU,REG (Non-Conf),L 68-77,*,37,8,20,0.4,4,14,4,6,0.667,0.5,4,7,0.571,1,3,4,4,1,0,3,3,24,13.2,A,0,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.286
5,57,5,2014-11-24,Eastern Washington,@,Indiana,REG (Non-Conf),W 88-86,*,39,9,20,0.45,3,10,6,10,0.6,0.525,4,6,0.667,0,4,4,2,0,0,1,3,25,14.2,A,1,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.3
6,58,6,2014-11-26,Eastern Washington,,Northern Kentucky,REG (Non-Conf),W 81-60,*,28,7,12,0.583,4,7,3,5,0.6,0.75,2,2,1.0,1,3,4,3,0,0,3,0,20,15.1,H,1,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.571
7,59,7,2014-11-30,Eastern Washington,,Eastern Ore.,REG (Non-Conf),W 104-87,*,37,9,15,0.6,2,4,7,11,0.636,0.667,3,4,0.75,1,6,7,4,1,0,0,1,23,21.6,H,1,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.5
8,60,8,2014-12-06,Eastern Washington,@,Seattle,REG (Non-Conf),W 87-75,*,39,5,14,0.357,3,10,2,4,0.5,0.464,5,6,0.833,0,3,3,2,1,0,1,2,18,11.3,A,1,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.3
9,61,9,2014-12-11,Eastern Washington,@,San Francisco,REG (Non-Conf),W 81-76,*,33,5,16,0.313,4,10,1,6,0.167,0.438,5,6,0.833,0,1,1,4,1,1,3,2,19,10.4,A,1,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.4
10,62,10,2014-12-14,Eastern Washington,@,Washington,REG (Non-Conf),L 77-81,*,40,6,17,0.353,5,12,1,5,0.2,0.5,4,5,0.8,4,1,5,1,1,0,3,4,21,11.3,A,0,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.417
11,63,11,2014-12-16,Eastern Washington,@,Sam Houston State,REG (Non-Conf),L 52-76,*,39,8,10,0.8,5,7,3,3,1.0,1.05,5,5,1.0,0,2,2,0,2,0,3,1,26,21.4,A,0,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.714
12,64,12,2014-12-19,Eastern Washington,@,California,REG (Non-Conf),L 67-78,*,39,11,17,0.647,6,9,5,8,0.625,0.824,3,4,0.75,0,3,3,2,2,0,2,1,31,25.0,A,0,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.667
13,65,13,2014-12-22,Eastern Washington,,Lewis & Clark,REG (Non-Conf),W 87-81,*,40,11,16,0.688,8,10,3,6,0.5,0.938,4,5,0.8,0,4,4,2,1,0,4,2,34,25.6,H,1,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.8
14,66,14,2015-01-01,Eastern Washington,,Weber State,REG (Conf),W 84-78,*,40,12,19,0.632,7,10,5,9,0.556,0.816,8,8,1.0,0,3,3,2,1,1,2,0,39,32.5,H,1,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.7
15,67,15,2015-01-03,Eastern Washington,,Idaho State,REG (Conf),W 65-57,*,40,4,12,0.333,3,9,1,3,0.333,0.458,5,5,1.0,1,1,2,3,0,0,2,2,16,9.5,H,1,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.333
16,68,16,2015-01-10,Eastern Washington,@,Idaho,REG (Conf),W 89-86,*,37,6,15,0.4,4,11,2,4,0.5,0.533,7,8,0.875,0,6,6,0,2,0,2,3,23,15.1,A,1,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.364
17,69,17,2015-01-15,Eastern Washington,@,Portland State,REG (Conf),W 92-85,*,40,7,15,0.467,5,10,2,5,0.4,0.633,4,4,1.0,0,6,6,5,1,0,1,3,23,19.4,A,1,1,tyler-harvey-1,Tyler Harvey,2015,eastern-washington,0.5
